id_geo;secteur_activite;result_label;result_type;result_housenumber;result_name;NOM_COMMUNE;ADRESSE;FILIERE;CODE_GRAND_SECTEUR;latitude;longitude;score;consommation_energie_brut;estimation_ges_brut;surface_habitable;PDL_elec;CONSO_elec;PDL_gaz;CONSO_gaz;classe_consommation_energie;classe_estimation_ges
10220_b034;;Ferme des Charmes 10510 Maizières-la-Grande-Paroisse;street;;Ferme des Charmes;;;;;48.4861;3.805026;0.36750000000000005;70467.5823;5380.686899999999;416.73;0.0;0.0;0.0;0.0;D;C
10401_045uhm;Habitation (Maisons individuelles);Les Varennes 10140 Vendeuvre-sur-Barse;street;;Les Varennes;;;;;48.232935;4.457546;0.36;37368.07;7536.530000000001;196.36;0.0;0.0;0.0;0.0;D;E
14663_b113;Habitation (Maisons individuelles);Saint Jacques 14400 Saint-Vigor-le-Grand;locality;;Saint Jacques;;;;;49.28278799999999;-0.67772;0.438;313462.711;47136.6476;1241.3400000000001;0.0;0.0;0.0;0.0;E;E
24182_0035;;Rue de la Batellerie 24130 Le Fleix;street;;Rue de la Batellerie;;;;;44.875433;0.243338;0.54;0.0;0.0;42.0;0.0;0.0;0.0;0.0;A;A
26138_0161;;Escalier Porte Nord 26700 La Garde-Adhémar;street;;Escalier Porte Nord;;;;;44.393643;4.75284;0.2;0.0;0.0;20.0;0.0;0.0;0.0;0.0;A;A
26160_a003;;Zone Commerciale des Chênes 26240 Laveyron;street;;Zone Commerciale des Chênes;;;;;45.196457;4.814013;0.38;108355.5;3524.4;495.0;0.0;0.0;0.0;0.0;D;B
28330_qc0rfr;Habitation (maisons individuelles);Ferme de Villiers 28200 Villemaury;street;;Ferme de Villiers;;;;;48.037435;1.431831;0.53;0.0;0.0;258.0;0.0;0.0;0.0;0.0;A;A
31490_oo19jh;;Résidence de l'Orange Bleue 31790 Saint-Jory;street;;Résidence de l'Orange Bleue;;;;;43.741548;1.373274;0.36;0.0;0.0;616.0;0.0;0.0;0.0;0.0;A;A
35033_lpsy7w;;La Forge 35890 Bourg-des-Comptes;street;;La Forge;;;;;47.939237;-1.739834;0.35;25398.0;1122.0;102.0;0.0;0.0;0.0;0.0;E;C
35223_vns6yo;;Les Forges 35380 Plélan-le-Grand;street;;Les Forges;;;;;47.993971;-2.1374720000000003;0.33;6900.0;1300.0;100.0;0.0;0.0;0.0;0.0;B;C
38429_b101;;Gauche Fange 38650 Saint-Michel-les-Portes;locality;;Gauche Fange;;;;;44.8771;5.612362999999999;0.26;0.0;0.0;34.0;0.0;0.0;0.0;0.0;A;A
41044_z9cpk7;;Varenne 41320 Châtres-sur-Cher;street;;Varenne;;;;;47.32189;1.934049;0.34;31169.0;2201.0;71.0;0.0;0.0;0.0;0.0;F;D
41157_q5vv8n;;Les Varennes 41230 Mur-de-Sologne;street;;Les Varennes;;;;;47.418704999999996;1.6327230000000001;0.4077777777777778;122910.36;28424.91;694.74;0.0;0.0;0.0;0.0;D;E
44062_b220;;Maison Forestiere de Carhe 44130 Le Gâvre;locality;;Maison Forestiere de Carhe;;;;;47.499169;-1.866059;0.41;0.0;0.0;252.96;0.0;0.0;0.0;0.0;A;A
44077_59uh0p_00001;Habitation (Parties privatives d'immeuble col;1 Les Varennes 44440 Joué-sur-Erdre;housenumber;1;Les Varennes;;;;;47.495125;-1.4552200000000002;0.37;7414.4400000000005;1735.1399999999999;66.0;0.0;0.0;0.0;0.0;C;D
44098_zc543e;Autres (théâtres, salles de sport, restaurati;Saint Jacques 44780 Missillac;street;;Saint Jacques;;;;;47.49173;-2.132141;0.35;0.0;0.0;102.09;0.0;0.0;0.0;0.0;A;A
45235_0170_00003;;3 Rue des Forges 45140 Ormes;housenumber;3;Rue des Forges;;;;;47.937427;1.821147;0.74;21900.0;200.0;100.0;0.0;0.0;0.0;0.0;D;A
49081_b597;;Pied Dru (Châtelais) 49500 Segré-en-Anjou Bleu;locality;;Pied Dru (Châtelais);;;;;47.725755;-0.91495;0.61;21054.0;389.76;58.0;0.0;0.0;0.0;0.0;F;B
49244_9qlt8z;Habitation (Maisons individuelles);La Varenne 49410 Mauges-sur-Loire;street;;La Varenne;;;;;47.357978;-0.872697;0.36999999999999994;150258.24;35607.09;766.16;0.0;0.0;0.0;0.0;D;E
53129_b495;Habitation (maisons individuelles);Le Hameau du Pavillon 53410 Launay-Villiers;street;;Le Hameau du Pavillon;;;;;48.135604;-1.004212;0.32;29190.0;1365.0;105.0;0.0;0.0;0.0;0.0;E;C
53130_5245;;Rue de la Tuilerie 53000 Laval;street;;Rue de la Tuilerie;;;;;48.050455;-0.746991;0.24;5018.16;247.07999999999998;87.0;0.0;0.0;0.0;0.0;B;A
55527_0005;;Rue de l'Abreuvoir 55270 Varennes-en-Argonne;street;;Rue de l'Abreuvoir;;;;;49.230214;5.035049;0.51;22106.5;988.0;123.5;0.0;0.0;0.0;0.0;D;B
57132_0730;;Rue de la Tuilerie 57170 Château-Salins;street;;Rue de la Tuilerie;;;;;48.822511;6.505079;0.58;22790.0;1118.0;86.0;0.0;0.0;0.0;0.0;E;C
57620_ppgcwn;Autres (théâtres, salles de sport, restaurati;Zone Commerciale du Sauceu 57255 Sainte-Marie-aux-Chênes;street;;Zone Commerciale du Sauceu;;;;;49.198444;5.996199;0.35333333333333333;558173.5499999999;17532.46;2784.1;0.0;0.0;0.0;0.0;D;B
58011_0220;;Rue Vallee de la Forge 58500 Armes;street;;Rue Vallee de la Forge;;;;;47.457703;3.538479;0.64;0.0;0.0;69.81;0.0;0.0;0.0;0.0;A;A
59273_0125;Habitation (Maisons individuelles);Caserne Varennes 59820 Gravelines;street;;Caserne Varennes;;;;;50.98695899999999;2.125902;0.35562499999999986;206155.49820000003;42521.68089999999;1103.78;0.0;0.0;0.0;0.0;D;E
59512_fpsngh;;Voie Laterale Droite - Bvd G de Gaulle 59100 Roubaix;street;;Voie Laterale Droite - Bvd G de Gaulle;;;;;50.686655;3.173475;0.28;14415.825;3372.95;94.5;0.0;0.0;0.0;0.0;D;E
59512_u30uyj;;Voie Laterale Gauche - Bvd G de Gaulle 59100 Roubaix;street;;Voie Laterale Gauche - Bvd G de Gaulle;;;;;50.685334000000005;3.172906;0.3;0.0;0.0;55.0;0.0;0.0;0.0;0.0;A;A
61483_2abj0z;;La Forge 61140 Bagnoles de l'Orne Normandie;street;;La Forge;;;;;48.600579;-0.423069;0.29;13800.0;600.0;60.0;0.0;0.0;0.0;0.0;E;C
62571_a056;Habitation (Maisons individuelles);Domaine du Lac - All des Cygnes 62155 Merlimont;street;;Domaine du Lac - All des Cygnes;;;;;50.459068;1.588943;0.38;25640.7032;1026.2240000000002;82.76;0.0;0.0;0.0;0.0;E;C
72228_y7d8zg;;La Varenne 72300 Parcé-sur-Sarthe;street;;La Varenne;;;;;47.812393;-0.209817;0.36;0.0;0.0;170.0;0.0;0.0;0.0;0.0;A;A
73151_0820;;Che de Maraville 1 73800 Porte-de-Savoie;street;;Che de Maraville 1;;;;;45.493014;5.993415;0.26;0.0;0.0;44.0;0.0;0.0;0.0;0.0;A;A
77014_0020_00007_b;;7 b Rue des Basses-loges 77210 Avon;housenumber;7 b;Rue des Basses-loges;;;;;48.417538;2.732932;0.85;10850.0;477.4;43.4;0.0;0.0;0.0;0.0;E;C
77014_0060_00027;;27 Rue Bernard Palissy 77210 Avon;housenumber;27;Rue Bernard Palissy;;;;;48.413261;2.719167;0.87;10154.429999999998;547.04;34.19;0.0;0.0;0.0;0.0;E;C
77014_0060_00031_t;;31 t Rue Bernard Palissy 77210 Avon;housenumber;31 t;Rue Bernard Palissy;;;;;48.413346;2.721635;0.53;9100.0;2080.0;65.0;0.0;0.0;0.0;0.0;C;D
77014_0100_00001_bis;;1 bis Avenue des Carrosses 77210 Avon;housenumber;1 bis;Avenue des Carrosses;;;;;48.414057;2.718359;0.53;6522.24;305.73;33.97;0.0;0.0;0.0;0.0;D;B
77014_0110_00015;;15 Rue des Casernes 77210 Avon;housenumber;15;Rue des Casernes;;;;;48.401905;2.719585;0.95;40850.0;9500.0;190.0;0.0;0.0;0.0;0.0;D;E
77014_0140_00003;;3 Rue Charles Meunier 77210 Avon;housenumber;3;Rue Charles Meunier;;;;;48.414061;2.722677;0.95;7652.349999999999;1777.32;49.37;0.0;0.0;0.0;0.0;D;E
77014_0215_00052;;52 Avenue de la Forêt 77210 Avon;housenumber;52;Avenue de la Forêt;;;;;48.411204;2.739258;0.95;4617.0;1064.0;19.0;0.0;0.0;0.0;0.0;E;F
77014_0215_00058;;58 Avenue de la Forêt 77210 Avon;housenumber;58;Avenue de la Forêt;;;;;48.410964;2.7383;0.78;0.0;0.0;71.54;0.0;0.0;0.0;0.0;A;A
77014_0220_00038;;38 Avenue Franklin Roosevelt 77210 Avon;housenumber;38;Avenue Franklin Roosevelt;;;;;48.415241;2.721986;0.7;16776.5;848.25;94.25;0.0;0.0;0.0;0.0;D;B
77014_0220_00077;;77 Avenue Franklin Roosevelt 77210 Avon;housenumber;77;Avenue Franklin Roosevelt;;;;;48.416551;2.723942;0.81;8684.0;364.0;52.0;0.0;0.0;0.0;0.0;D;B
77014_0260_00027;;27 Avenue du Général de Gaulle 77210 Avon;housenumber;27;Avenue du Général de Gaulle;;;;;48.422231;2.732463;0.74;15992.04;2590.26;56.31;0.0;0.0;0.0;0.0;E;E
77014_0317_00001;;1 Rue Jacques Durand 77210 Avon;housenumber;1;Rue Jacques Durand;;;;;48.414888;2.731477;0.95;11434.99;2659.3;37.99;0.0;0.0;0.0;0.0;E;F
77014_0317_00003;;3 Rue Jacques Durand 77210 Avon;housenumber;3;Rue Jacques Durand;;;;;48.415022;2.733373;0.58;19397.59;3533.39;72.11;0.0;0.0;0.0;0.0;E;E
77014_0320_00002;;2 Rue Jean Fontenelle 77210 Avon;housenumber;2;Rue Jean Fontenelle;;;;;48.403013;2.721127;0.95;15466.0;494.0;38.0;0.0;0.0;0.0;0.0;F;C
77014_0340_00030;;30 Rue Jeanne d'Arc 77210 Avon;housenumber;30;Rue Jeanne d'Arc;;;;;48.40372;2.723358;0.34;0.0;0.0;52.6;0.0;0.0;0.0;0.0;A;A
77014_0350_00002;;2 Rue Katherine Mansfield 77210 Avon;housenumber;2;Rue Katherine Mansfield;;;;;48.414992;2.731532;0.59;0.0;0.0;51.66;0.0;0.0;0.0;0.0;A;A
77014_0350_00030;;30 Rue Katherine Mansfield 77210 Avon;housenumber;30;Rue Katherine Mansfield;;;;;48.415992;2.733585;0.95;0.0;0.0;52.41;0.0;0.0;0.0;0.0;A;A
77014_0361_00001;;1 Rue des Maraichers 77210 Avon;housenumber;1;Rue des Maraichers;;;;;48.413413;2.724626;0.57;0.0;0.0;25.4;0.0;0.0;0.0;0.0;A;A
77014_0465_00001;Bureau, Administration, Enseignement;1 Rue du Port de Valvins 77210 Avon;housenumber;1;Rue du Port de Valvins;;;;;48.425654;2.743286;0.5833333333333334;1608096.6;149400.9;5078.7;0.0;0.0;0.0;0.0;E;D
77014_0480_00003_bis;;3 bis Rue du 14 Juillet 77210 Avon;housenumber;3 bis;Rue du 14 Juillet;;;;;48.415506;2.730241;0.95;28050.0;858.0;162.38;0.0;0.0;0.0;0.0;D;B
77014_0490_00073;;73 Rue Rémy Dumoncel 77210 Avon;housenumber;73;Rue Rémy Dumoncel;;;;;48.404071;2.721639;0.84;11170.32;358.68;51.24;0.0;0.0;0.0;0.0;D;B
77014_0490_00073_b;;73 b Rue Rémy Dumoncel 77210 Avon;housenumber;73 b;Rue Rémy Dumoncel;;;;;48.404259;2.720788;0.85;26325.0;6110.0;65.0;0.0;0.0;0.0;0.0;F;G
77014_0530_00002;;2 Route de Samois 77210 Avon;housenumber;2;Route de Samois;;;;;48.418599;2.72934;0.58;0.0;0.0;63.03;0.0;0.0;0.0;0.0;A;A
77014_0531_00002;;2 Rue des Sapins 77210 Avon;housenumber;2;Rue des Sapins;;;;;48.412254;2.735099;0.95;16355.18;3785.26;71.42;0.0;0.0;0.0;0.0;D;E
77014_0590_00035;;35 Rue des Yébles 77210 Avon;housenumber;35;Rue des Yébles;;;;;48.415802;2.727647;0.41;15694.0;864.5;66.5;0.0;0.0;0.0;0.0;E;C
77014_revxcq;;Residence les Fougeres 77210 Avon;street;;Residence les Fougeres;;;;;48.419746;2.733512;0.66;15170.0;3526.0;82.0;0.0;0.0;0.0;0.0;D;E
77021_0010;;Rue Bruno 77130 Barbey;street;;Rue Bruno;;;;;48.365753000000005;3.055079;0.53;5585.428;303.59200000000004;110.8;0.0;0.0;0.0;0.0;B;A
77021_0010_00001;;1 Rue Bruno 77130 Barbey;housenumber;1;Rue Bruno;;;;;48.365753000000005;3.055079;0.69;0.0;0.0;187.0;0.0;0.0;0.0;0.0;A;A
77021_0021_00009;;9 Grande Rue 77130 Barbey;housenumber;9;Grande Rue;;;;;48.36643;3.054237;0.41;0.0;0.0;70.0;0.0;0.0;0.0;0.0;A;A
77021_0021_00014;;14 Grande Rue 77130 Barbey;housenumber;14;Grande Rue;;;;;48.365901;3.054374;0.62;0.0;0.0;142.0;0.0;0.0;0.0;0.0;A;A
77021_0021_00031;;31 Grande Rue 77130 Barbey;housenumber;31;Grande Rue;;;;;48.365190000000005;3.059607;0.71;28741.4;8556.6;109.7;0.0;0.0;0.0;0.0;E;F
77021_0030_00002;;2 Rue de l'Ile 77130 Barbey;housenumber;2;Rue de l'Ile;;;;;48.365893;3.054643;0.72;0.0;0.0;67.0;0.0;0.0;0.0;0.0;A;A
77021_0030_00002_bis;;2 bis Rue de l'Ile 77130 Barbey;housenumber;2 bis;Rue de l'Ile;;;;;48.365859;3.054614;0.67;13781.76;694.49;37.0;0.0;0.0;0.0;0.0;F;C
77021_0040;Habitation (Maisons individuelles);Rue de Marolles 77130 Barbey;street;;Rue de Marolles;;;;;48.366952000000005;3.0525939999999996;0.355;66422.72;2287.07;438.84000000000003;0.0;0.0;0.0;0.0;D;B
77021_0040_00001;;1 Rue de Marolles 77130 Barbey;housenumber;1;Rue de Marolles;;;;;48.366952000000005;3.052594;0.4;62935.68;3520.3199999999997;243.36;0.0;0.0;0.0;0.0;E;C
77021_0040_00002;;2 Rue de Marolles 77130 Barbey;housenumber;2;Rue de Marolles;;;;;48.367071;3.05285;0.32;11352.0;2464.0;88.0;0.0;0.0;0.0;0.0;C;D
77021_0040_00004;Habitation (parties privatives d immeuble col;4 Rue de Marolles 77130 Barbey;housenumber;4;Rue de Marolles;;;;;48.367072;3.0527740000000003;0.6;31973.76;1054.08;39.04;0.0;0.0;0.0;0.0;G;D
77021_0040_00007;;7 Rue de Marolles 77130 Barbey;housenumber;7;Rue de Marolles;;;;;48.367548;3.052969;0.3;5900.554400000001;903.2712;136.24;0.0;0.0;0.0;0.0;A;B
77021_0040_00011;Habitation (maisons individuelles);11 Rue de Marolles 77130 Barbey;housenumber;11;Rue de Marolles;;;;;48.367834;3.053217;0.75;0.0;0.0;105.0;0.0;0.0;0.0;0.0;A;A
77021_0040_00013;;13 Rue de Marolles 77130 Barbey;housenumber;13;Rue de Marolles;;;;;48.368026;3.053392;0.75;26816.028000000002;1411.5780000000002;131.8;0.0;0.0;0.0;0.0;D;C
77021_0040_00015;;15 Rue de Marolles 77130 Barbey;housenumber;15;Rue de Marolles;;;;;48.368156;3.053514;0.385;65935.0;10130.0;437.0;0.0;0.0;0.0;0.0;D;D
77021_b007;;Le Chemin de Montereau 77130 Barbey;street;;Le Chemin de Montereau;;;;;48.367695;3.050417;0.26833333333333337;11181.3;1789.24;265.5;0.0;0.0;0.0;0.0;A;B
77021_b007_00001;;1 Le Chemin de Montereau 77130 Barbey;housenumber;1;Le Chemin de Montereau;;;;;48.367695;3.050417;0.3;12475.199999999999;372.9;33.9;0.0;0.0;0.0;0.0;F;C
77021_b009;;Le Fosse d'Enfer 77130 Barbey;locality;;Le Fosse d'Enfer;;;;;48.358393;3.063619;0.48;24303.3874;1338.7826;178.17000000000002;0.0;0.0;0.0;0.0;C;B
77021_b3lsca_00008;Habitation (maisons individuelles);8 Rue Grande 77130 Barbey;housenumber;8;Rue Grande;;;;;48.366433;3.053399;0.7;0.0;0.0;219.34;0.0;0.0;0.0;0.0;A;A
77021_v6t1x1;Habitation (Maisons individuelles);Rue de Montereau 77130 Barbey;street;;Rue de Montereau;;;;;48.36777700000002;3.050533000000001;0.2657894736842105;68176.1236;3941.1427;844.7299999999999;0.0;0.0;0.0;0.0;B;A
77021_v6t1x1_00003;;3 Rue de Montereau 77130 Barbey;housenumber;3;Rue de Montereau;;;;;48.368014;3.049987;0.26;9375.635499999999;305.2277;18.31;0.0;0.0;0.0;0.0;G;C
77021_v6t1x1_00005;;5 Rue de Montereau 77130 Barbey;housenumber;5;Rue de Montereau;;;;;48.368103000000005;3.049678;0.21;16396.8;533.568;44.8;0.0;0.0;0.0;0.0;F;C
77021_v6t1x1_00012;;12 Rue de Montereau 77130 Barbey;housenumber;12;Rue de Montereau;;;;;48.367055;3.051907;0.25;0.0;0.0;35.0;0.0;0.0;0.0;0.0;A;A
77021_v6t1x1_00014;;14 Rue de Montereau 77130 Barbey;housenumber;14;Rue de Montereau;;;;;48.36703;3.051907;0.27666666666666667;11242.81;520.13;115.50999999999999;0.0;0.0;0.0;0.0;C;A
77034_0040_00010;;10 Route de Chatillon 77115 Blandy;housenumber;10;Route de Chatillon;;;;;48.560727;2.786075;0.62;4951.0904;242.68060000000003;101.54;0.0;0.0;0.0;0.0;A;A
77034_0320;;Place des Tours 77115 Blandy;street;;Place des Tours;;;;;48.566968;2.782273;0.4;4958.5611;279.8427;104.81;0.0;0.0;0.0;0.0;A;A
77035_0004_00007;;7 Rue des Alouettes 77940 Blennes;housenumber;7;Rue des Alouettes;;;;;48.25544;3.009303;0.47;29148.36;8743.8;177.0;0.0;0.0;0.0;0.0;D;E
77035_0004_00012;;12 Rue des Alouettes 77940 Blennes;housenumber;12;Rue des Alouettes;;;;;48.255206;3.009584;0.75;49880.189999999995;2611.29;123.0;0.0;0.0;0.0;0.0;F;D
77035_0020;;Ham des Basses Loges 77940 Blennes;street;;Ham des Basses Loges;;;;;48.25313;3.030871;0.45;42000.75;8214.75;75.0;0.0;0.0;0.0;0.0;G;G
77035_0042_00004;;4 Rue du Brandon 77940 Blennes;housenumber;4;Rue du Brandon;;;;;48.258539;3.022598;0.56;30338.399999999998;976.8000000000001;120.0;0.0;0.0;0.0;0.0;E;B
77035_0042_00006;;6 Rue du Brandon 77940 Blennes;housenumber;6;Rue du Brandon;;;;;48.258561;3.022617;0.56;19184.0;880.0;88.0;0.0;0.0;0.0;0.0;D;C
77035_0042_00008;;8 Rue du Brandon 77940 Blennes;housenumber;8;Rue du Brandon;;;;;48.258814;3.0227880000000003;0.56;24780.0;1120.0;140.0;0.0;0.0;0.0;0.0;D;B
77035_0047_00002;;2 Rue du Château d'Eau 77940 Blennes;housenumber;2;Rue du Château d'Eau;;;;;48.246585;3.010137;0.78;44747.4;11430.800000000001;69.7;0.0;0.0;0.0;0.0;G;G
77035_0049_00007;Habitation (maisons individuelles);7 Rue Chaude 77940 Blennes;housenumber;7;Rue Chaude;;;;;48.25779;3.023403;0.72;0.0;0.0;120.0;0.0;0.0;0.0;0.0;A;A
77035_0049_00015;;15 Rue Chaude 77940 Blennes;housenumber;15.0;Rue Chaude;;;;;48.257328;3.024316;0.73;0.0;0.0;200.0;0.0;0.0;0.0;0.0;A;A
77035_0053_00010;Habitation (maisons individuelles);10 Rue du Cheval Blanc 77940 Blennes;housenumber;10;Rue du Cheval Blanc;;;;;48.266962;3.003295;0.68;19703.0;5917.0;61.0;0.0;0.0;0.0;0.0;E;G
77035_0053_00015;;15 Rue du Cheval Blanc 77940 Blennes;housenumber;15;Rue du Cheval Blanc;;;;;48.266515000000005;3.006334;0.58;0.0;0.0;110.0;0.0;0.0;0.0;0.0;A;A
77035_0053_00025;;25 Rue du Cheval Blanc 77940 Blennes;housenumber;25;Rue du Cheval Blanc;;;;;48.266084;3.007749;0.68;43708.0;9604.0;196.0;0.0;0.0;0.0;0.0;D;E
77035_0053_00033;Habitation (Maisons individuelles);33 Rue du Cheval Blanc 77940 Blennes;housenumber;33;Rue du Cheval Blanc;;;;;48.264939;3.009395;0.65;40824.0;672.0;42.0;0.0;0.0;0.0;0.0;G;C
77035_0058_00006;;6 Chemin des Ecoliers 77940 Blennes;housenumber;6;Chemin des Ecoliers;;;;;48.25424;3.018384;0.78;29866.0;1507.0;137.0;0.0;0.0;0.0;0.0;D;C
77035_0071_00004;;4 Impasse du Forgeron 77940 Blennes;housenumber;4;Impasse du Forgeron;;;;;48.256875;3.02442;0.61;21000.0;5700.0;150.0;0.0;0.0;0.0;0.0;C;E
77035_0074_00001;;1 Rue Grande 77940 Blennes;housenumber;1.0;Rue Grande;;;;;48.256888;3.022182;0.72;16154.6;524.5;104.9;0.0;0.0;0.0;0.0;D;B
77035_0074_00004;Habitation (Maisons individuelles);4 Rue Grande 77940 Blennes;housenumber;4;Rue Grande;;;;;48.25708;3.022738;0.72;0.0;0.0;581.0;0.0;0.0;0.0;0.0;A;A
77035_0076_00013;;13 Rue du Golfe 77940 Blennes;housenumber;13;Rue du Golfe;;;;;48.26559;3.007312;0.54;0.0;0.0;100.0;0.0;0.0;0.0;0.0;A;A
77035_0076_00019;;19 Rue du Golfe 77940 Blennes;housenumber;19;Rue du Golfe;;;;;48.265301;3.007048;0.74;29561.0;1751.0;103.0;0.0;0.0;0.0;0.0;E;C
77035_0077_00001;;1 Rue de la Justice 77940 Blennes;housenumber;1;Rue de la Justice;;;;;48.235416;2.991776;0.56;22820.0;5110.0;70.0;0.0;0.0;0.0;0.0;E;F
77035_0077_00002;;2 Rue de la Justice 77940 Blennes;housenumber;2;Rue de la Justice;;;;;48.235491;2.991379;0.56;32901.0;5782.6;99.7;0.0;0.0;0.0;0.0;F;F
77035_0077_00004;;4 Rue de la Justice 77940 Blennes;housenumber;4;Rue de la Justice;;;;;48.23501;2.991145;0.47;25658.940000000002;1410.57;67.17;0.0;0.0;0.0;0.0;F;D
77035_0083_00011;;11 Chemin des Gâtineaux 77940 Blennes;housenumber;11;Chemin des Gâtineaux;;;;;48.245573;3.011779;0.52;23352.18;1051.9;105.19;0.0;0.0;0.0;0.0;D;C
77035_0100_00004;;4 Ham de Maurepas 77940 Blennes;housenumber;4;Ham de Maurepas;;;;;48.222317;2.999969;0.54;45252.479999999996;1473.34;74.0;0.0;0.0;0.0;0.0;G;C
77035_0103_00001;;1 Chemin de la Messe 77940 Blennes;housenumber;1;Chemin de la Messe;;;;;48.252189;3.014148;0.52;43571.2;6329.599999999999;73.6;0.0;0.0;0.0;0.0;G;G
77035_0103_00002;;2 Chemin de la Messe 77940 Blennes;housenumber;2;Chemin de la Messe;;;;;48.25213;3.014066;0.77;14863.0;4342.0;167.0;0.0;0.0;0.0;0.0;B;D
77035_0103_00006;;6 Chemin de la Messe 77940 Blennes;housenumber;6;Chemin de la Messe;;;;;48.252093;3.014923;0.77;28956.0;5080.0;254.0;0.0;0.0;0.0;0.0;C;D
77035_0105_00010;;10 Rue des Moines 77940 Blennes;housenumber;10;Rue des Moines;;;;;48.258925;3.021009;0.75;31212.15;763.6;95.45;0.0;0.0;0.0;0.0;E;B
77035_0115_00015;Habitation (maisons individuelles);15 Rue de la Plaine 77940 Blennes;housenumber;15;Rue de la Plaine;;;;;48.252619;3.029975;0.77;18040.0;3960.0;220.0;0.0;0.0;0.0;0.0;B;C
77035_0116;;Rue des Ormes 77940 Blennes;street;;Rue des Ormes;;;;;48.22652;3.008805;0.48;31160.0;1520.0;95.0;0.0;0.0;0.0;0.0;E;C
77035_0116_00001;Habitation (Maisons individuelles);1 Rue des Ormes 77940 Blennes;housenumber;1;Rue des Ormes;;;;;48.22652;3.008805;0.74;102263.19;3328.86;509.0;0.0;0.0;0.0;0.0;D;B
77035_0129_00027_bis;Habitation (maisons individuelles);27 bis Rue Saint-victor 77940 Blennes;housenumber;27 bis;Rue Saint-victor;;;;;48.236482;2.991717;0.71;29258.399999999998;963.5999999999999;357.64;0.0;0.0;0.0;0.0;B;A
77035_0129_00028;;28 Rue Saint-victor 77940 Blennes;housenumber;28;Rue Saint-victor;;;;;48.237728;2.992554;0.47;0.0;0.0;220.57;0.0;0.0;0.0;0.0;A;A
77035_0129_00029;;29 Rue Saint-victor 77940 Blennes;housenumber;29;Rue Saint-victor;;;;;48.236776;2.991848;0.47;39200.0;4655.0;245.0;0.0;0.0;0.0;0.0;D;C
77035_0133_00001_ter;;1 ter Rue Sainte Geneviève 77940 Blennes;housenumber;1 ter;Rue Sainte Geneviève;;;;;48.25394;3.015444;0.8;30846.299999999996;1347.0;134.7;0.0;0.0;0.0;0.0;D;C
77035_0133_00013;;13 Rue Sainte Geneviève 77940 Blennes;housenumber;13;Rue Sainte Geneviève;;;;;48.25213;3.014066;0.57;0.0;0.0;126.0;0.0;0.0;0.0;0.0;A;A
77035_0133_00021;;21 Rue Sainte Geneviève 77940 Blennes;housenumber;21;Rue Sainte Geneviève;;;;;48.250026;3.011864;0.78;37448.0;2294.0;62.0;0.0;0.0;0.0;0.0;G;E
77035_0133_00032;;32 Rue Sainte Geneviève 77940 Blennes;housenumber;32;Rue Sainte Geneviève;;;;;48.249058000000005;3.010877;0.78;22149.05;556.5999999999999;55.0;0.0;0.0;0.0;0.0;F;C
77035_0133_00035;Habitation (maisons individuelles);35 Rue Sainte Geneviève 77940 Blennes;housenumber;35;Rue Sainte Geneviève;;;;;48.248473;3.011017;0.78;29835.0;1755.0;65.0;0.0;0.0;0.0;0.0;G;D
77035_0133_00053;;53 Rue Sainte Geneviève 77940 Blennes;housenumber;53;Rue Sainte Geneviève;;;;;48.24647;3.0098540000000003;0.5700000000000001;47859.619999999995;2439.752;178.07999999999998;0.0;0.0;0.0;0.0;E;C
77035_0136_00001;;1 Chemin des Sables 77940 Blennes;housenumber;1;Chemin des Sables;;;;;48.255661;3.010055;0.55;34452.0;6380.0;116.0;0.0;0.0;0.0;0.0;E;F
77035_0180;Habitation (maisons individuelles);Ham de Villeneuve les Orme 77940 Blennes;street;;Ham de Villeneuve les Orme;;;;;48.226642;3.012065;0.52;0.0;0.0;122.0;0.0;0.0;0.0;0.0;A;A
77035_1lbtav;;Les Bergeries 77940 Blennes;street;;Les Bergeries;;;;;48.252833;3.046185;0.49;0.0;0.0;119.0;0.0;0.0;0.0;0.0;A;A
77035_864n57_00001;;1 Impasse de Villechasson 77940 Blennes;housenumber;1;Impasse de Villechasson;;;;;48.237422;2.990736;0.79;3409.341;432.666;55.9;0.0;0.0;0.0;0.0;B;B
77035_8d17ib_00004;Habitation (maisons individuelles);4 Rue du Hameau 77940 Blennes;housenumber;4;Rue du Hameau;;;;;48.222176;3.000063;0.74;39916.8;1330.56;73.92;0.0;0.0;0.0;0.0;G;C
77035_b003;;Les Basses Loges 77940 Blennes;street;;Les Basses Loges;;;;;48.251838;3.028889;0.46;46440.0;1485.0;135.0;0.0;0.0;0.0;0.0;F;C
77035_b003_00022;;22 Les Basses Loges 77940 Blennes;housenumber;22;Les Basses Loges;;;;;48.251838;3.028889;0.51;43470.0;1350.0;90.0;0.0;0.0;0.0;0.0;G;C
77035_b031_00002;Habitation (maisons individuelles);2 Chemin de la Grande Branche 77940 Blennes;housenumber;2;Chemin de la Grande Branche;;;;;48.246016;3.009791;0.81;45540.0;8910.0;198.0;0.0;0.0;0.0;0.0;E;E
77035_b088;Habitation (Maisons individuelles);La Pente de la Roustiere 77940 Blennes;locality;;La Pente de la Roustiere;;;;;48.254423;3.010569;0.45;24924.52;7476.84;172.0;0.0;0.0;0.0;0.0;C;E
