;OPERATEUR;ANNEE;FILIERE;CODE_IRIS;NOM_COMMUNE;ADRESSE;CODE_GRAND_SECTEUR;CONSO;PDL;latitude;longitude;id;score
413157;Enedis;2019;E;773050104;MONTEREAU-FAULT-YONNE;3 RUE JEAN BOUIN;T;1,092464e+02;1;48.395674;2.953158;77305_0813_00003;0.8612081818181817
413158;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;1 PLACE DE BOULAINS;R;2,204132e+01;10;48.394087;2.957614;77305_0160_00001;0.8680445454545455
413159;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;7 PLACE DE BOULAINS;R;1,886282e+01;10;48.394087;2.957654;77305_0160_00007;0.8680445454545455
413160;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;6 PLACE DE BOULAINS;R;2,346770e+01;10;48.393957;2.957123;77305_0160_00006;0.8680445454545455
413161;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;60 B AVENUE DE SURVILLE;R;4,839149e+01;27;48.393987;2.952654;77305_1515_00060_bis;0.6905632231404958
413162;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;4 PLACE DE BOULAINS;R;1,449480e+01;10;48.393958;2.95711;77305_0160_00004;0.8680445454545455
413163;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;8 PLACE DE BOULAINS;R;2,006301e+01;10;48.393958;2.957137;77305_0160_00008;0.8680445454545455
413164;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;1 AVENUE DU LYCEE;R;6,586627e+01;54;48.394629;2.959266;77305_0885_00001;0.8669018181818181
413165;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;35 AVENUE DE SURVILLE;R;4,777012e+01;19;48.39569;2.959092;77305_1515_00035;0.8765136363636363
413166;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;19 RUE DE PROVINS;R;4,458139e+01;12;48.389819;2.960532;77305_1350_00019;0.8780872727272726
413167;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;37 AVENUE DE SURVILLE;R;3,778064e+01;19;48.39595;2.958653;77305_1515_00037;0.8765136363636363
413168;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;5 PLACE DE BOULAINS;R;1,829103e+01;10;48.394087;2.957641;77305_0160_00005;0.8680445454545455
413169;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;11 T RUE DES GRANDES BERGES;R;2,558547e+01;11;48.392959;2.955792;77305_0710_00011_ter;0.715860979020979
413170;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;57 RUE DE PROVINS;R;4,741506e+01;12;48.390662;2.963051;77305_1350_00057;0.8780872727272726
413171;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;3 PLACE DE BOULAINS;R;2,118246e+01;10;48.394087;2.957627;77305_0160_00003;0.8680445454545455
413172;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;1 AVENUE DU LYCEE;T;1,330519e+02;1;48.394629;2.959266;77305_0885_00001;0.8669018181818181
413173;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;17 AVENUE DE LA COLLINE SAINT MARTIN;T;8,100984e+01;1;48.398874;2.966302;77305_0328_00017;0.7374463636363636
413174;Enedis;2019;E;773050105;MONTEREAU-FAULT-YONNE;4 RUE HENRI BARBUSSE;T;2,109782e+02;1;48.400835;2.96833;77305_0779_00004;0.8700527272727272
413175;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;1 RUE DES SECHERONS;I;8,734413e+02;1;48.392747;2.973481;77305_1458_00001;0.8653727272727272
413176;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;12 RUE DES PRES SAINT MARTIN;I;8,400100e+01;1;48.384109;2.970287;77305_1325_00012;0.8693518181818181
413177;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;4 RUE DU PHARLE;I;6,840100e+01;1;48.387768;2.966274;77305_1163_00004;0.8680445454545455
413178;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;15 RUE DE LA GRANDE HAIE;I;8,867650e+01;1;48.38466;2.974119;77305_0684_00015;0.8726881818181818
413179;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;1 BOULEVARD DES FOSSES SAINT MAURICE;R;7,591497e+01;11;48.38723;2.961418;77305_0600_00001;0.66639
413180;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;24 RUE DE LA GRANDE HAIE;T;3,610612e+02;1;48.384272;2.975197;77305_0684_00024;0.8726881818181818
413181;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;13 RUE DE LA GRANDE HAIE;T;7,313667e+01;1;48.385267;2.971956;77305_0684_00013;0.8726881818181818
413182;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;7 RUE DU PHARLE;T;7,498670e+00;1;48.388518;2.966613;77305_1163_00007;0.8680445454545455
413183;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;4 RUE DES CLOMARTS;T;7,519749e+01;1;48.385538;2.96674;77305_0325_00004;0.87066
413184;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;30 RUE DE LA GRANDE HAIE;T;2,532101e+02;1;48.384068;2.978178;77305_0684_00030;0.8726881818181818
413185;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;8 RUE DU PHARLE;T;1,645850e+02;1;48.388803;2.966698;77305_1163_00008;0.8680445454545455
413186;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;9 RUE DE LA GRANDE HAIE;T;2,625700e+02;1;48.385905;2.969678;77305_0684_00009;0.8726881818181818
413187;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;14 ROUTE DE BRAY;T;2,670285e+02;1;48.386375;2.963181;77305_0180_00014;0.8709354545454545
413188;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;2 RUE DU PHARLE;T;6,267670e+01;1;48.387342;2.966027;77305_1163_00002;0.8680445454545455
413189;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;3 ROUTE DE SENS;T;1,910865e+02;1;48.376768;2.95688;77305_1465_00003;0.8653727272727272
413190;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;8 RUE DES PRES SAINT MARTIN;T;4,853698e+01;1;48.384053;2.96893;77305_1325_00008;0.8693518181818181
413191;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;16 RUE DE LA GRANDE HAIE;T;1,572892e+02;2;48.38525;2.971527;77305_0684_00016;0.8726881818181818
413192;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;2 RUE DES SECHERONS;T;3,638650e+00;1;48.390419;2.968556;77305_1458_00002;0.8653727272727272
413193;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;8 RUE DE LA GRANDE HAIE;T;3,330913e+01;1;48.386255;2.967984;77305_0684_00008;0.8726881818181818
413194;Enedis;2019;E;773050201;MONTEREAU-FAULT-YONNE;3 RUE DU PHARLE;T;1,715400e-01;1;48.387616;2.966048;77305_1163_00003;0.8680445454545455
413195;RTE;2019;E;773050201;MONTEREAU-FAULT-YONNE;NON RENSEIGNE;I;3,555070e+05;3;48.387616;2.966048;77305_1163_00003;0.8680445454545455
413196;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;23 RUE DE VARENNES;R;1,392679e+01;10;48.384063;2.947127;77305_1550_00023;0.8766681818181818
413197;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;11 RUE DE LA PEPINIERE ROYALE;R;7,559231e+01;12;48.386884;2.951584;77305_1130_00011;0.8728663636363636
413198;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;13 RUE DE LA SOLIDARITE;R;1,331875e+02;80;48.385662;2.9461;77305_1490_00013;0.8709354545454545
413199;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;27 RUE ETIENNE THIBAULT;R;4,362403e+01;16;48.382318;2.946635;77305_0560_00027;0.87471
413200;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;8 RUE DU 8 MAI 1945;R;4,278926e+01;12;48.379992;2.94648;77305_0804_00008;0.8725027272727273
413201;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;7 PROMENADE DES MESSIEURS;R;8,438132e+01;19;48.387257;2.945881;77305_0951_00007;0.8697163636363635
413202;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 RUE DES FAUVETTES;R;1,588774e+01;10;48.383475;2.946626;77305_0575_00005;0.8669018181818181
413203;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;57 RUE LEO LAGRANGE;R;4,024442e+01;22;48.379465;2.946835;77305_0860_00057;0.8776818181818181
413204;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;18 RUE DES ENFANTS;R;1,974099e+01;12;48.386531;2.946003;77305_0530_00018;0.8700527272727272
413205;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;6 PROMENADE DES MESSIEURS;R;1,315676e+02;29;48.387129;2.946884;77305_0951_00006;0.8697163636363635
413206;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;1 RUE DES ENFANTS;R;1,303044e+01;10;48.386462;2.9473;77305_0530_00001;0.8700527272727272
413207;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE GUE PUCELLE;R;2,260875e+01;17;48.388197;2.950386;77305_0760_00004;0.87471
413208;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 PROMENADE DES MESSIEURS;R;1,712835e+02;32;48.387257;2.945881;77305_0951_00005;0.8697163636363635
413209;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;3 PROMENADE DES MESSIEURS;R;1,759559e+02;34;48.387257;2.945881;77305_0951_00003;0.8697163636363635
413210;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;8 BOULEVARD DES MESSIEURS;R;5,623242e+01;55;48.385525;2.949429;77305_0950_00008;0.8732036363636363
413211;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;10 BOULEVARD DES MESSIEURS;R;4,323278e+01;36;48.385442;2.949863;77305_0950_00010;0.8732036363636363
413212;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;3 RUE DES FAUVETTES;R;1,296277e+01;10;48.383689;2.946568;77305_0575_00003;0.8669018181818181
413213;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 RUE GUE PUCELLE;R;5,929780e+01;12;48.388077;2.949887;77305_0760_00005;0.87471
413214;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;53 RUE LEO LAGRANGE;R;2,647668e+01;14;48.379344;2.947557;77305_0860_00053;0.8776818181818181
413215;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;2 RUE DES ENFANTS;R;1,103716e+01;10;48.386347;2.947608;77305_0530_00002;0.8700527272727272
413216;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;13 RUE DES ENFANTS;R;1,911291e+01;10;48.386386;2.945636;77305_0530_00013;0.8700527272727272
413217;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;10 RUE DU 8 MAI 1945;R;7,900680e+01;15;48.379805;2.946402;77305_0804_00010;0.8725027272727273
413218;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;14 RUE DES ENFANTS;R;2,565017e+01;14;48.386549;2.946545;77305_0530_00014;0.8700527272727272
413219;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;9 RUE DES ENFANTS;R;1,775057e+01;10;48.386378;2.946148;77305_0530_00009;0.8700527272727272
413220;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;39 RUE ETIENNE THIBAULT;R;7,303118e+01;11;48.382204;2.944593;77305_0560_00039;0.87471
413221;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;12 RUE DES ENFANTS;R;2,211104e+01;14;48.386559;2.946799;77305_0530_00012;0.8700527272727272
413222;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 PROMENADE DES MESSIEURS;R;8,193860e+01;18;48.387129;2.946884;77305_0951_00004;0.8697163636363635
413223;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;6 RUE DU 8 MAI 1945;R;9,257239e+01;16;48.38016;2.946567;77305_0804_00006;0.8725027272727273
413224;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;25 RUE DE VARENNES;R;1,253657e+01;10;48.384026;2.946795;77305_1550_00025;0.8766681818181818
413225;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE DES DEMOISELLES;R;1,560722e+01;10;48.386363;2.945243;77305_0440_00004;0.8662018181818182
413226;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;55 RUE LEO LAGRANGE;R;3,222819e+01;20;48.379413;2.947141;77305_0860_00055;0.8776818181818181
413227;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;2 PROMENADE DES MESSIEURS;R;1,389580e+02;32;48.387129;2.946884;77305_0951_00002;0.8697163636363635
413228;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;16 RUE DES ENFANTS;R;2,389571e+01;14;48.386538;2.946283;77305_0530_00016;0.8700527272727272
413229;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;3 RUE DES ENFANTS;R;2,193094e+01;10;48.386408;2.947011;77305_0530_00003;0.8700527272727272
413230;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;54 AVENUE DU GENERAL DE GAULLE;R;9,414889e+01;15;48.381263;2.948816;77305_0660_00054;0.8785609090909091
413231;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;21 RUE DE VARENNES;R;1,084103e+01;10;48.384045;2.947458;77305_1550_00021;0.8766681818181818
413232;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;2 RUE DES DEMOISELLES;R;7,632260e+00;10;48.386501;2.945137;77305_0440_00002;0.8662018181818182
413233;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 RUE DES ENFANTS;R;1,417597e+01;10;48.386343;2.946119;77305_0530_00005;0.8700527272727272
413234;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE DES ENFANTS;R;8,039650e+00;10;48.386525;2.947595;77305_0530_00004;0.8700527272727272
413235;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;11 RUE DES DAMES;R;4,641540e+01;10;48.387513;2.947928;77305_0420_00011;0.8743454545454545
413236;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;39 B RUE GUE PUCELLE;R;7,633619e+01;43;48.388002;2.944814;77305_0760_00039_bis;0.659398995215311
413237;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;7 RUE DES ENFANTS;R;1,976969e+01;10;48.386383;2.946328;77305_0530_00007;0.8700527272727272
413238;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;15 RUE DU CHATELET;R;2,145156e+01;13;48.383332;2.943668;77305_0280_00015;0.8728663636363636
413239;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;11 RUE DES ENFANTS;R;1,566602e+01;10;48.386369;2.945948;77305_0530_00011;0.8700527272727272
413240;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE ETIENNE DOLET;R;7,342984e+01;13;48.381463;2.944855;77305_0550_00004;0.8721072727272726
413241;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;51 RUE LEO LAGRANGE;T;6,212929e+01;1;48.378975;2.948388;77305_0860_00051;0.8776818181818181
413242;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;1 RUE DE LA PEPINIERE ROYALE;T;1,168281e+02;1;48.385231;2.95224;77305_1130_00001;0.8728663636363636
413243;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 RUE DU CHATELET;T;7,486632e+01;1;48.381603;2.943897;77305_0280_00005;0.8728663636363636
413244;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;29 AVENUE DU GENERAL DE GAULLE;T;5,613968e+01;1;48.381199;2.949405;77305_0660_00029;0.8785609090909091
413245;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;36 RUE DU PETIT VAUGIRARD;T;3,314375e+02;1;48.386218;2.949956;77305_1150_00036;0.8736663636363636
413246;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;10 RUE ETIENNE THIBAULT;T;5,558204e+01;1;48.382578;2.949051;77305_0560_00010;0.87471
413247;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 AVENUE DU MAL DE LATTRE DE TASSIGNY;I;3,198007e+01;1;48.381455;2.952968;77305_0920_00006;0.742580049140049
413248;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;53 RUE JEAN JAURES;I;1,376069e+02;1;48.38466;2.956543;77305_0820_00053;0.87908
413249;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 B RUE VICTOR HUGO;I;9,734207e+01;1;48.382867;2.953969;77305_1560_00001_bis;0.6912200000000001
413250;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 RUE DE L ANCIENNE PIPERIE;R;2,645811e+01;18;48.384111;2.954739;77305_0020_00006;0.8685236363636363
413251;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 BOULEVARD DE LA REPUBLIQUE;R;1,002106e+02;25;48.382587;2.955467;77305_1390_00005;0.87066
413252;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 PLACE DU CALVAIRE;R;1,079946e+01;10;48.38609;2.954865;77305_0190_00004;0.8643581818181818
413253;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;12 RUE VICTOR HUGO;R;5,660463e+01;10;48.384676;2.954273;77305_1560_00012;0.8730381818181818
413254;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;22 B BOULEVARD CHEREAU;R;1,381141e+01;11;48.377722;2.952309;77305_0290_00022_bis;0.6807529870129869
413255;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 RUE ALFRED NODET;R;1,142336e+02;23;48.380557;2.953408;77305_0036_00006;0.8675090909090908
413256;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE EDMOND FORTIN;R;8,636673e+01;18;48.384731;2.957525;77305_0470_00007;0.8716736363636364
413257;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;23 RUE DE L YONNE;R;1,451283e+02;22;48.383684;2.957778;77305_1630_00023;0.8725027272727273
413258;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE DE LA FAIENCERIE;R;2,589536e+01;15;48.384565;2.952991;77305_0564_00007;0.8700527272727272
413259;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;2 PLACE DU CALVAIRE;R;1,896055e+01;17;48.386143;2.954875;77305_0190_00002;0.8643581818181818
413260;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;8 RUE DES CHANGES;R;5,929169e+01;15;48.387179;2.9563;77305_0250_00008;0.8697163636363635
413261;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 RUE DE L ANCIENNE PIPERIE;R;2,843128e+01;18;48.384082;2.955057;77305_0020_00004;0.8685236363636363
413262;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;93 RUE JEAN JAURES;R;5,965433e+01;10;48.383304;2.9551;77305_0820_00093;0.87908
413263;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;11 BOULEVARD DE LA REPUBLIQUE;R;2,293494e+02;44;48.382675;2.957494;77305_1390_00011;0.87066
413264;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;14 BOULEVARD CRETTE PREIGNARD;R;1,406260e+01;11;48.383815;2.95067;77305_0390_00014;0.8732036363636363
413265;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE VICTOR HUGO;R;2,598101e+01;16;48.38451;2.95413;77305_1560_00007;0.8730381818181818
413266;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;16 RUE DES FOSSES;R;4,102740e+01;10;48.387183;2.954571;77305_0590_00016;0.8742181818181818
413267;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 AVENUE DU MARECHAL JUIN;R;6,888980e+01;11;48.380573;2.952812;77305_ctcajl_00001;0.8700527272727272
413268;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE ALFRED NODET;R;8,530621e+01;15;48.380842;2.953254;77305_0036_00003;0.8675090909090908
413269;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;9 RUE PAUL DELAIR;R;5,331969e+01;11;48.385675;2.957971;77305_1090_00009;0.8730381818181818
413270;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;12 AVENUE DU MAL DE LATTRE DE TASSIGNY;R;1,087173e+02;16;48.381055;2.952568;77305_0920_00012;0.7460715789473683
413271;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;32 RUE LEO LAGRANGE;R;7,436506e+01;14;48.37869;2.951762;77305_0860_00032;0.8776818181818181
413272;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE DE LA FAIENCERIE;R;3,960972e+01;15;48.384876;2.953436;77305_0564_00003;0.8700527272727272
413273;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 RUE DE LA FAIENCERIE;R;2,511766e+01;14;48.384713;2.953064;77305_0564_00005;0.8700527272727272
413274;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;20 RUE DU PETIT VAUGIRARD;R;1,313247e+02;28;48.386136;2.95272;77305_1150_00020;0.8736663636363636
413275;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 RUE DES RECOLLETS;R;3,409706e+01;10;48.384748;2.955064;77305_1380_00004;0.8700527272727272
413276;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;61 RUE JEAN JAURES;R;4,706295e+01;11;48.38441;2.956822;77305_0820_00061;0.87908
413277;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 RUE DE LA FAIENCERIE;R;2,932543e+01;16;48.38484;2.953746;77305_0564_00001;0.8700527272727272
413278;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;8 RUE DE L ANCIENNE PIPERIE;R;2,462447e+01;18;48.384142;2.954414;77305_0020_00008;0.8685236363636363
413279;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;30 RUE LEO LAGRANGE;R;1,259075e+02;24;48.378717;2.952481;77305_0860_00030;0.8776818181818181
413280;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;38 RUE JEAN JAURES;R;6,178571e+01;14;48.385513;2.956899;77305_0820_00038;0.87908
413281;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;10 B RUE VICTOR HUGO;R;1,553526e+02;28;48.38451;2.954254;77305_1560_00010_bis;0.6577271770334927
413282;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;21 PLACE DU COLONEL FABIEN;R;5,215866e+01;11;48.386147;2.955632;77305_0330_00021;0.8723090909090909
413283;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;8 RUE ALFRED NODET;R;8,881644e+01;17;48.380646;2.953;77305_0036_00008;0.8675090909090908
413284;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 B RUE EDMOND FORTIN;R;1,416724e+02;26;48.384737;2.957623;77305_0470_00007_b;0.7547905194805193
413285;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;14 AVENUE DU MAL DE LATTRE DE TASSIGNY;R;1,568938e+02;36;48.380884;2.952386;77305_0920_00014;0.7460715789473683
413286;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;20 RUE DES FOSSES;R;9,137726e+01;16;48.387506;2.95463;77305_0590_00020;0.8742181818181818
413287;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 B RUE VICTOR HUGO;R;4,182916e+01;19;48.384495;2.954136;77305_1560_00007_b;0.7438515789473684
413288;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 RUE ALFRED NODET;R;9,178869e+01;17;48.380835;2.953826;77305_0036_00004;0.8675090909090908
413289;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;17 RUE DU PETIT VAUGIRARD;R;5,941193e+01;10;48.386059;2.952643;77305_1150_00017;0.8736663636363636
413290;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;18 BOULEVARD CRETTE PREIGNARD;R;1,411209e+01;10;48.383607;2.950923;77305_0390_00018;0.8732036363636363
413291;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 PORT DES GRAVIERS;R;4,246426e+01;10;48.385095;2.958759;77305_1260_00007;0.8689563636363636
413292;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;15 RUE VICTOR HUGO;T;7,370003e+01;1;48.385554;2.954273;77305_1560_00015;0.8730381818181818
413293;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 AVENUE DU GENERAL DE GAULLE;T;2,444471e+02;1;48.382126;2.953127;77305_0660_00006;0.8785609090909091
413294;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 B AVENUE DU MARECHAL LECLERC;T;2,593068e+02;1;48.381083;2.954499;77305_nchpoh_00005_bis;0.7590427899686519
413295;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE PAUL DELAIR;T;5,450626e+01;1;48.38572;2.957787;77305_1090_00007;0.8730381818181818
413296;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;63 RUE JEAN JAURES;T;7,294050e+02;1;48.38437;2.95623;77305_0820_00063;0.87908
413297;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE VICTOR HUGO;T;1,150222e+02;1;48.383364;2.954025;77305_1560_00003;0.8730381818181818
413298;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 B RUE VICTOR HUGO;T;2,968838e+03;1;48.382867;2.953969;77305_1560_00001_bis;0.6912200000000001
413299;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;22 RUE DES ARCHES;T;7,879902e+01;1;48.382743;2.956721;77305_0040_00022;0.8732036363636363
413300;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;24 RUE DU PORT DES FOSSES;T;1,027595e+01;1;48.38836;2.951713;77305_1250_00024;0.8740863636363636
413301;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;14 RUE DES FOSSES;T;4,200074e+01;1;48.386896;2.954536;77305_0590_00014;0.8742181818181818
413302;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 AVENUE DU MARECHAL LECLERC;T;2,011415e+02;1;48.381083;2.954499;77305_nchpoh_00005;0.8718954545454545
413303;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;23 RUE JEAN JAURES;T;8,825381e+01;1;48.385808;2.957185;77305_0820_00023;0.87908
413304;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;17 RUE DU DOCTEUR ARTHUR PETIT;T;4,370160e+01;1;48.385417;2.955501;77305_0450_00017;0.8725027272727273
413305;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;54 RUE JEAN JAURES;T;1,923430e+02;1;48.384661;2.956367;77305_0820_00054;0.87908
413306;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;19 RUE JEAN JAURES;T;3,644949e+01;1;48.386017;2.957299;77305_0820_00019;0.87908
413307;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE DE LA CHARITE;T;1,507617e+01;1;48.383265;2.954487;77305_0270_00003;0.8643581818181818
413308;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;19 RUE PIERRE CORNEILLE;T;1,244488e+02;1;48.379306;2.951313;77305_1180_00019;0.8716736363636364
