;OPERATEUR;ANNEE;FILIERE;CODE_IRIS;NOM_COMMUNE;ADRESSE;CODE_GRAND_SECTEUR;CONSO;PDL
413223;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;6 RUE DU 8 MAI 1945;R;9,257239e+01;16
413224;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;25 RUE DE VARENNES;R;1,253657e+01;10
413225;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE DES DEMOISELLES;R;1,560722e+01;10
413226;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;55 RUE LEO LAGRANGE;R;3,222819e+01;20
413227;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;2 PROMENADE DES MESSIEURS;R;1,389580e+02;32
413228;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;16 RUE DES ENFANTS;R;2,389571e+01;14
413229;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;3 RUE DES ENFANTS;R;2,193094e+01;10
413230;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;54 AVENUE DU GENERAL DE GAULLE;R;9,414889e+01;15
413231;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;21 RUE DE VARENNES;R;1,084103e+01;10
413232;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;2 RUE DES DEMOISELLES;R;7,632260e+00;10
413233;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 RUE DES ENFANTS;R;1,417597e+01;10
413234;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE DES ENFANTS;R;8,039650e+00;10
413235;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;11 RUE DES DAMES;R;4,641540e+01;10
413236;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;39 B RUE GUE PUCELLE;R;7,633619e+01;43
413237;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;7 RUE DES ENFANTS;R;1,976969e+01;10
413238;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;15 RUE DU CHATELET;R;2,145156e+01;13
413239;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;11 RUE DES ENFANTS;R;1,566602e+01;10
413240;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;4 RUE ETIENNE DOLET;R;7,342984e+01;13
413241;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;51 RUE LEO LAGRANGE;T;6,212929e+01;1
413242;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;1 RUE DE LA PEPINIERE ROYALE;T;1,168281e+02;1
413243;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;5 RUE DU CHATELET;T;7,486632e+01;1
413244;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;29 AVENUE DU GENERAL DE GAULLE;T;5,613968e+01;1
413245;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;36 RUE DU PETIT VAUGIRARD;T;3,314375e+02;1
413246;Enedis;2019;E;773050202;MONTEREAU-FAULT-YONNE;10 RUE ETIENNE THIBAULT;T;5,558204e+01;1
413247;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 AVENUE DU MAL DE LATTRE DE TASSIGNY;I;3,198007e+01;1
413248;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;53 RUE JEAN JAURES;I;1,376069e+02;1
413249;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 B RUE VICTOR HUGO;I;9,734207e+01;1
413250;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 RUE DE L ANCIENNE PIPERIE;R;2,645811e+01;18
413251;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 BOULEVARD DE LA REPUBLIQUE;R;1,002106e+02;25
413252;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 PLACE DU CALVAIRE;R;1,079946e+01;10
413253;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;12 RUE VICTOR HUGO;R;5,660463e+01;10
413254;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;22 B BOULEVARD CHEREAU;R;1,381141e+01;11
413255;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 RUE ALFRED NODET;R;1,142336e+02;23
413256;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE EDMOND FORTIN;R;8,636673e+01;18
413257;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;23 RUE DE L YONNE;R;1,451283e+02;22
413258;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE DE LA FAIENCERIE;R;2,589536e+01;15
413259;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;2 PLACE DU CALVAIRE;R;1,896055e+01;17
413260;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;8 RUE DES CHANGES;R;5,929169e+01;15
413261;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 RUE DE L ANCIENNE PIPERIE;R;2,843128e+01;18
413262;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;93 RUE JEAN JAURES;R;5,965433e+01;10
413263;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;11 BOULEVARD DE LA REPUBLIQUE;R;2,293494e+02;44
413264;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;14 BOULEVARD CRETTE PREIGNARD;R;1,406260e+01;11
413265;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE VICTOR HUGO;R;2,598101e+01;16
413266;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;16 RUE DES FOSSES;R;4,102740e+01;10
413267;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 AVENUE DU MARECHAL JUIN;R;6,888980e+01;11
413268;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE ALFRED NODET;R;8,530621e+01;15
413269;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;9 RUE PAUL DELAIR;R;5,331969e+01;11
413270;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;12 AVENUE DU MAL DE LATTRE DE TASSIGNY;R;1,087173e+02;16
413271;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;32 RUE LEO LAGRANGE;R;7,436506e+01;14
413272;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE DE LA FAIENCERIE;R;3,960972e+01;15
413273;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 RUE DE LA FAIENCERIE;R;2,511766e+01;14
413274;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;20 RUE DU PETIT VAUGIRARD;R;1,313247e+02;28
413275;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 RUE DES RECOLLETS;R;3,409706e+01;10
413276;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;61 RUE JEAN JAURES;R;4,706295e+01;11
413277;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 RUE DE LA FAIENCERIE;R;2,932543e+01;16
413278;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;8 RUE DE L ANCIENNE PIPERIE;R;2,462447e+01;18
413279;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;30 RUE LEO LAGRANGE;R;1,259075e+02;24
413280;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;38 RUE JEAN JAURES;R;6,178571e+01;14
413281;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;10 B RUE VICTOR HUGO;R;1,553526e+02;28
413282;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;21 PLACE DU COLONEL FABIEN;R;5,215866e+01;11
413283;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;8 RUE ALFRED NODET;R;8,881644e+01;17
413284;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 B RUE EDMOND FORTIN;R;1,416724e+02;26
413285;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;14 AVENUE DU MAL DE LATTRE DE TASSIGNY;R;1,568938e+02;36
413286;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;20 RUE DES FOSSES;R;9,137726e+01;16
413287;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 B RUE VICTOR HUGO;R;4,182916e+01;19
413288;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;4 RUE ALFRED NODET;R;9,178869e+01;17
413289;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;17 RUE DU PETIT VAUGIRARD;R;5,941193e+01;10
413290;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;18 BOULEVARD CRETTE PREIGNARD;R;1,411209e+01;10
413291;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 PORT DES GRAVIERS;R;4,246426e+01;10
413292;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;15 RUE VICTOR HUGO;T;7,370003e+01;1
413293;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;6 AVENUE DU GENERAL DE GAULLE;T;2,444471e+02;1
413294;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 B AVENUE DU MARECHAL LECLERC;T;2,593068e+02;1
413295;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;7 RUE PAUL DELAIR;T;5,450626e+01;1
413296;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;63 RUE JEAN JAURES;T;7,294050e+02;1
413297;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE VICTOR HUGO;T;1,150222e+02;1
413298;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;1 B RUE VICTOR HUGO;T;2,968838e+03;1
413299;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;22 RUE DES ARCHES;T;7,879902e+01;1
413300;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;24 RUE DU PORT DES FOSSES;T;1,027595e+01;1
413301;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;14 RUE DES FOSSES;T;4,200074e+01;1
413302;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;5 AVENUE DU MARECHAL LECLERC;T;2,011415e+02;1
413303;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;23 RUE JEAN JAURES;T;8,825381e+01;1
413304;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;17 RUE DU DOCTEUR ARTHUR PETIT;T;4,370160e+01;1
413305;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;54 RUE JEAN JAURES;T;1,923430e+02;1
413306;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;19 RUE JEAN JAURES;T;3,644949e+01;1
413307;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;3 RUE DE LA CHARITE;T;1,507617e+01;1
413308;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;19 RUE PIERRE CORNEILLE;T;1,244488e+02;1
413309;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;20 RUE PIERRE DE MONTEREAU;T;1,120456e+02;2
413310;Enedis;2019;E;773050203;MONTEREAU-FAULT-YONNE;30 RUE JEAN JAURES;T;4,890668e+01;1
415421;Enedis;2019;E;774090000;SAINT-GERMAIN-LAVAL;5 RUE DE LA FONTAINE FROIDE;R;6,646686e+01;44
415649;Enedis;2019;E;774390000;SALINS;5 RUE DE PROVINS;T;2,484779e+02;1
415650;Enedis;2019;E;774390000;SALINS;39 RUE DE COURCELLES;T;6,448459e+01;1
415651;Enedis;2019;E;774390000;SALINS;8 LES TUILERIES;T;8,943646e+01;1
416881;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;38 AVENUE ALBERT GRAVE;R;2,041967e+01;10
416882;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;12 ROUTE DE CANNES;R;1,141293e+02;14
416883;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;1 AVENUE ALBERT GRAVE;R;1,392035e+02;68
416884;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;34 AVENUE ALBERT GRAVE;R;3,283482e+01;16
416885;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;30 AVENUE ALBERT GRAVE;R;2,445815e+01;16
416886;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;1 RUE LOUISE GOUNON;R;1,922855e+01;10
416887;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;16 RUE MAX POL FOUCHET;R;9,946213e+01;15
416888;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;2 RUE MAX POL FOUCHET;R;1,184664e+02;15
416889;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;8 RUE DE MAISON ROUGE;R;4,790689e+01;10
416890;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;36 AVENUE ALBERT GRAVE;R;2,948292e+01;16
416891;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;28 AVENUE ALBERT GRAVE;R;2,142916e+01;16
416892;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;32 AVENUE ALBERT GRAVE;R;2,232555e+01;16
416893;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;24 B ROUTE DU PETIT FOSSARD;T;7,387410e+01;1
416894;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;30 ROUTE DU PETIT FOSSARD;T;2,839648e+01;1
416895;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;8 AVENUE DU 8 MAI 1945;T;2,434276e+02;1
416896;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;6 ROUTE DE CANNES;T;7,620023e+02;2
416897;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;1 AVENUE DU 8 MAI 1945;T;1,604183e+02;1
416898;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;33 RUE DE LA SAUVAGERIE;T;1,185000e+02;1
416899;Enedis;2019;E;774820000;VARENNES-SUR-SEINE;24 ROUTE DU PETIT FOSSARD;T;1,610655e+02;1
416900;RTE;2019;E;774820000;VARENNES-SUR-SEINE;22 D 28;T;1,175611e+04;1
417489;Enedis;2019;E;775310000;VOULX;41 RUE PASTEUR;I;9,911650e+00;1
417490;Enedis;2019;E;775310000;VOULX;50 GRANDE RUE;I;8,867157e+01;1
417491;Enedis;2019;E;775310000;VOULX;6 RUE DE L ILE;R;1,729739e+01;10
417492;Enedis;2019;E;775310000;VOULX;31 RUE PASTEUR;T;2,194777e+01;1
417493;Enedis;2019;E;775310000;VOULX;5 ROUTE DE SAINT ANGE;T;3,082000e+00;1
417494;Enedis;2019;E;775310000;VOULX;15 RUE JULES MASSENET;T;1,837470e+02;1
